temperature,humidity,soil_moisture,rain/rain_probability,crop,crop_stage,yield,market_demand,price
34.7,55.8,34.4,2.7,Cauliflower,Seedling,8400,4959,45.68
37.4,74.6,47.1,3.2,Cauliflower,Vegetative,8400,8658,32.33
29.7,72.0,57.3,16.8,Tapioca,Tuber Bulking,15418,8136,25.92
33.7,56.2,45.4,20.0,Chilli,Harvest,6160,3652,66.07
28.7,83.7,57.9,22.4,Potato,Vegetative,7191,3576,46.35
33.1,81.6,54.1,0.0,Brinjal,Seedling,12600,9593,58.49
34.6,74.7,46.8,12.5,Pumpkin,Flowering,15431,8908,31.56
33.7,83.4,58.8,30.5,Coriander,Flowering,1260,1188,131.94
32.2,85.8,53.1,23.0,Bitter Gourd,Fruiting,11413,5339,64.31
30.0,68.5,46.7,7.7,Brinjal,Flowering,20736,12571,73.82
29.0,57.9,39.6,10.5,Brinjal,Fruiting,33707,23150,44.41
31.9,80.6,52.3,10.7,Coriander,Seed Maturity,2177,2128,96.15
30.9,69.3,35.5,43.4,Onion,Vegetative,6904,3355,39.56
31.5,87.8,59.2,26.0,Chilli,Flowering,5704,4379,48.28
32.1,85.7,65.0,28.4,Chilli,Seedling,3600,2876,68.77
34.3,74.7,65.0,9.0,Potato,Tuber Bulking,10561,4553,41.36
28.9,75.5,43.3,31.3,Chilli,Harvest,12070,6258,55.04
28.1,53.8,44.5,6.1,Tapioca,Maturity,19790,16866,16.31
29.9,90.8,53.0,18.5,Banana,Vegetative,34883,28683,39.16
36.1,73.9,52.0,18.1,Brinjal,Harvest,18211,9978,46.83
37.7,81.2,43.0,0.6,Coriander,Flowering,1198,674,107.31
35.4,74.8,49.2,30.7,Bitter Gourd,Flowering,10496,5261,50.91
33.0,63.6,43.2,0.0,Potato,Vegetative,6198,3220,34.78
34.2,65.7,46.3,13.8,Cauliflower,Curd Initiation,14019,10449,31.92
32.2,70.5,39.6,31.3,Onion,Nursery,5400,5195,28.59
33.1,83.0,53.0,20.1,Tapioca,Root Initiation,14326,8300,22.23
26.4,71.9,46.4,0.0,Drumstick,Flowering,12591,7629,51.07
26.4,97.0,41.4,44.8,Tapioca,Vegetative,14048,10388,26.03
33.1,74.6,55.1,0.0,Coriander,Seed Maturity,2100,1471,128.32
34.1,59.6,25.1,13.5,Bitter Gourd,Vegetative,10002,6415,53.66
33.6,75.9,46.2,27.2,Coriander,Vegetative,1050,576,128.48
34.8,68.5,40.9,19.1,Coriander,Seed Maturity,1634,651,191.48
31.3,74.0,40.1,7.2,Bitter Gourd,Flowering,13781,13177,36.16
32.7,66.8,52.1,7.3,Bitter Gourd,Flowering,14395,10806,39.19
27.7,73.7,55.6,23.6,Onion,Maturity,16400,8730,58.48
35.1,83.6,61.1,12.7,Potato,Tuber Initiation,7192,3911,32.22
36.0,81.2,56.1,30.8,Drumstick,Vegetative,9196,5396,68.28
34.5,75.3,43.8,37.9,Onion,Nursery,5400,3703,33.04
37.3,67.0,48.8,22.2,Onion,Maturity,8175,3395,31.62
32.9,74.5,52.8,13.5,Bitter Gourd,Fruiting,13975,7042,68.21
29.1,63.1,57.0,1.3,Onion,Bulb Development,10141,4613,48.78
34.8,75.5,63.6,28.3,Pumpkin,Maturity,19180,27217,14.03
28.9,73.9,56.2,48.0,Bitter Gourd,Fruiting,11947,6032,65.61
34.6,90.8,42.7,6.2,Pumpkin,Flowering,14767,8186,19.7
34.7,67.3,27.1,30.5,Potato,Tuber Initiation,8948,5557,32.25
33.3,75.2,32.0,8.5,Brinjal,Seedling,12600,13202,35.89
28.4,61.2,41.2,0.0,Brinjal,Vegetative,14539,8162,39.46
34.4,87.9,45.7,0.0,Tomato,Seedling,11400,7662,43.81
28.5,75.8,44.7,12.1,Pumpkin,Maturity,33423,32842,27.39
33.2,75.7,41.5,9.0,Brinjal,Vegetative,12600,8122,43.24
31.6,57.6,50.8,9.9,Potato,Tuber Initiation,7469,6398,36.68
34.0,67.1,35.6,0.4,Banana,Bunch Development,38115,26916,33.19
34.1,78.3,33.0,35.2,Pumpkin,Fruit Development,22439,13058,22.09
33.5,64.5,46.1,0.0,Pumpkin,Maturity,11711,8777,25.84
32.6,91.0,55.4,24.4,Drumstick,Pod Development,13097,10333,56.36
27.1,75.3,57.5,18.5,Tomato,Fruiting,13927,8820,43.82
33.5,72.7,57.0,2.9,Cauliflower,Seedling,8400,4917,41.36
35.7,79.9,33.5,7.7,Chilli,Vegetative,3600,2246,56.04
34.7,56.4,40.2,0.0,Coriander,Vegetative,1050,829,110.99
37.0,80.3,37.9,24.2,Tomato,Maturity,26071,19218,35.57
34.4,70.5,53.2,20.9,Coriander,Seed Maturity,2930,3075,96.35
33.3,67.8,61.6,5.4,Coriander,Flowering,2016,1611,194.13
31.0,81.1,58.6,29.5,Tomato,Flowering,15569,7195,58.95
33.2,62.1,49.5,20.5,Tapioca,Maturity,12348,7664,22.09
31.1,66.9,47.7,0.0,Drumstick,Vegetative,8400,7142,59.53
34.6,72.4,41.6,27.4,Brinjal,Fruiting,31050,19865,56.12
28.7,64.3,37.8,0.0,Tapioca,Vegetative,10800,10865,18.28
33.5,73.7,46.0,30.9,Cauliflower,Curd Development,21248,13800,41.9
31.7,71.8,39.8,16.5,Brinjal,Fruiting,26944,19911,45.09
29.7,83.9,38.4,15.0,Chilli,Harvest,9555,8404,43.2
29.4,66.3,32.9,3.3,Onion,Nursery,5400,1955,39.12
28.8,72.9,54.4,29.4,Onion,Maturity,6521,1800,42.9
33.5,67.1,42.3,0.0,Banana,Maturity,62350,34021,53.06
30.5,65.2,31.2,13.1,Onion,Bulb Development,11162,4143,49.15
28.7,72.0,49.4,9.1,Drumstick,Harvest,16342,6971,75.76
33.5,74.0,47.5,32.3,Bitter Gourd,Vegetative,7947,3949,57.58
27.3,69.0,36.8,0.0,Onion,Bulb Enlargement,8174,2651,47.27
32.0,70.1,45.9,23.4,Chilli,Harvest,9896,4406,100.93
30.1,75.1,47.0,17.0,Tomato,Flowering,18071,10594,39.61
35.3,68.1,35.5,2.3,Coriander,Flowering,1440,738,138.1
34.6,77.0,51.7,15.9,Cauliflower,Vegetative,8400,9158,35.63
31.6,68.8,35.8,20.4,Coriander,Vegetative,1050,658,134.68
30.7,72.8,42.4,0.0,Tomato,Maturity,27517,27883,36.43
36.1,56.5,18.8,1.4,Coriander,Seed Maturity,2074,1179,149.79
34.5,83.1,46.7,9.2,Tapioca,Root Initiation,14281,7542,25.0
34.8,74.9,43.6,14.0,Potato,Maturity,11036,6265,29.34
30.4,74.2,43.5,37.8,Coriander,Vegetative,1206,1437,103.55
36.1,72.2,32.6,20.4,Brinjal,Vegetative,13042,11221,38.94
34.2,74.8,56.3,29.3,Drumstick,Harvest,15327,13505,34.51
33.8,66.7,43.3,8.3,Drumstick,Flowering,18668,6866,74.0
38.9,59.4,40.5,23.3,Potato,Tuber Bulking,11085,13796,21.23
32.8,79.0,49.4,18.4,Cauliflower,Seedling,8400,7568,42.47
28.8,77.9,54.3,28.5,Cauliflower,Vegetative,10774,7044,47.56
34.4,77.0,56.1,23.8,Potato,Tuber Bulking,12904,14859,23.8
31.2,69.0,55.6,21.7,Drumstick,Vegetative,8647,6057,68.06
28.9,77.2,45.8,41.9,Cauliflower,Curd Development,30135,40301,23.82
32.1,47.3,34.7,0.0,Tapioca,Maturity,26614,17247,17.19
37.6,76.5,50.6,34.7,Onion,Bulb Enlargement,8295,6805,46.52
28.9,70.2,38.5,20.2,Onion,Bulb Development,8690,5272,39.57
29.7,97.0,49.9,37.3,Banana,Flowering,36207,12674,48.06
29.3,70.6,51.9,20.5,Potato,Tuber Initiation,7458,6857,26.19
37.6,89.9,56.4,13.6,Bitter Gourd,Fruiting,15662,11938,52.83
33.0,61.6,39.1,20.1,Tapioca,Root Initiation,16056,13541,18.6
31.1,62.8,41.0,11.9,Pumpkin,Vegetative,11643,4374,29.07
35.0,69.7,30.7,13.0,Brinjal,Flowering,14193,6180,45.19
33.1,89.4,47.1,17.0,Tomato,Fruiting,13026,12994,42.51
35.4,85.6,51.2,24.3,Pumpkin,Flowering,18262,16186,24.33
34.4,73.3,46.6,8.8,Coriander,Vegetative,1382,875,130.2
30.3,69.3,39.7,0.0,Pumpkin,Fruit Development,20113,13330,25.78
32.0,75.3,47.1,25.3,Cauliflower,Harvest,15255,5563,54.88
29.4,63.5,47.3,6.4,Brinjal,Vegetative,12600,7239,50.0
32.2,59.9,42.7,26.3,Tomato,Seedling,11400,6740,34.0
35.9,79.3,51.3,12.8,Tomato,Vegetative,11416,6270,37.68
29.6,69.5,37.7,21.2,Banana,Vegetative,37126,32485,32.76
31.5,79.3,62.7,43.4,Brinjal,Fruiting,22463,11446,54.4
32.2,64.8,50.3,24.4,Brinjal,Harvest,31713,30970,49.95
30.1,73.5,40.9,2.2,Banana,Vegetative,36873,33137,26.36
34.4,78.4,52.1,26.4,Pumpkin,Vegetative,10744,13713,16.46
29.5,75.6,51.9,49.3,Brinjal,Harvest,32286,24316,54.75
34.0,77.6,47.8,23.3,Cauliflower,Curd Development,13806,8419,40.67
34.4,73.5,32.7,15.3,Banana,Vegetative,36358,18814,33.61
31.6,90.8,53.4,27.5,Chilli,Fruiting,8418,5126,82.21
31.1,71.5,65.0,21.7,Cauliflower,Vegetative,8400,7952,33.97
31.8,62.8,38.1,12.0,Pumpkin,Vegetative,14039,10430,27.96
31.2,85.5,42.4,31.4,Coriander,Leaf Expansion,1058,820,123.34
27.8,69.8,41.1,14.0,Potato,Tuber Bulking,11003,10734,25.53
29.5,58.8,40.6,23.4,Bitter Gourd,Vegetative,7200,7280,40.94
28.4,55.1,52.6,0.0,Chilli,Seedling,3600,3553,63.67
31.2,69.6,50.0,0.0,Tomato,Maturity,27085,19475,44.04
30.2,66.8,45.7,0.0,Tapioca,Maturity,40945,34172,23.12
36.0,60.2,30.0,7.3,Pumpkin,Vegetative,13262,13643,22.34
25.7,72.1,53.3,7.3,Onion,Nursery,5400,3623,43.8
31.0,73.1,52.2,7.8,Banana,Flowering,33114,11708,47.98
33.2,62.7,41.3,18.3,Pumpkin,Flowering,12320,7739,23.1
32.8,54.6,41.3,6.6,Coriander,Seed Maturity,2448,1583,157.26
32.5,73.6,53.2,13.3,Potato,Tuber Initiation,8827,5582,35.41
29.1,68.5,27.3,21.4,Tomato,Fruiting,21647,11899,37.58
30.1,74.1,64.8,1.0,Banana,Maturity,53830,48760,42.16
34.1,80.4,49.5,22.4,Coriander,Flowering,1050,698,133.0
34.4,62.8,40.0,18.4,Bitter Gourd,Harvest,19825,12142,56.61
29.1,75.5,42.9,6.5,Bitter Gourd,Fruiting,16770,9553,44.44
32.4,71.4,48.6,3.8,Chilli,Harvest,5292,3162,69.68
31.6,67.9,45.0,25.0,Banana,Vegetative,37610,31798,40.07
28.8,65.0,36.8,0.0,Chilli,Fruiting,6640,3812,54.89
31.3,55.2,45.9,13.2,Tapioca,Root Initiation,21976,24417,17.96
36.3,77.6,38.4,52.6,Tomato,Flowering,21822,30391,29.5
34.0,67.6,52.0,41.9,Coriander,Seed Maturity,3340,3895,67.36
33.1,60.6,27.3,27.5,Coriander,Vegetative,1050,660,120.09
35.1,78.3,38.3,10.9,Bitter Gourd,Flowering,16241,7409,42.29
30.1,58.8,49.2,20.9,Chilli,Flowering,5722,4187,78.19
31.1,71.2,51.2,0.0,Onion,Maturity,6256,2805,49.79
31.2,72.1,33.2,16.1,Onion,Bulb Development,12192,12736,35.53
23.2,63.6,41.7,21.9,Cauliflower,Curd Development,22298,14816,39.9
33.4,73.1,42.0,28.1,Cauliflower,Vegetative,10745,9281,36.05
35.3,79.2,43.8,18.6,Chilli,Flowering,4683,3535,57.92
30.3,65.7,44.3,9.0,Coriander,Leaf Expansion,1590,1264,127.93
38.6,71.2,48.4,14.8,Onion,Bulb Enlargement,10685,10741,30.39
30.0,68.6,59.2,16.3,Tapioca,Maturity,18111,12984,21.88
36.0,80.2,39.6,7.6,Tapioca,Maturity,21808,21993,15.53
30.3,69.5,40.5,20.9,Coriander,Vegetative,1267,1558,135.95
28.5,69.8,42.6,8.2,Tomato,Fruiting,23705,12890,46.2
33.7,72.1,34.5,0.0,Banana,Vegetative,27000,20076,38.78
31.7,56.3,42.0,14.7,Onion,Vegetative,7380,8456,30.4
29.1,61.7,34.9,1.5,Onion,Nursery,5400,3346,38.83
31.3,78.8,52.9,27.4,Drumstick,Pod Development,14904,15961,47.78
31.8,64.9,50.7,5.2,Tapioca,Vegetative,10800,6343,30.65
32.0,65.9,42.5,13.6,Brinjal,Fruiting,27404,12384,53.86
33.5,62.1,42.3,10.4,Cauliflower,Harvest,19706,23719,38.59
35.1,57.8,30.2,18.6,Onion,Bulb Enlargement,10001,8575,34.55
32.4,69.0,29.6,12.5,Tomato,Fruiting,25742,9387,50.57
31.3,81.4,65.0,54.7,Brinjal,Vegetative,14713,14882,32.19
33.0,71.4,47.9,0.0,Cauliflower,Vegetative,9248,7117,30.78
30.9,88.0,53.4,19.5,Potato,Tuber Initiation,7799,3738,33.17
31.9,82.8,50.6,22.4,Chilli,Harvest,5355,2034,91.39
32.4,75.9,36.5,8.4,Coriander,Flowering,1375,888,131.19
32.1,61.5,55.6,20.2,Chilli,Fruiting,7800,4547,92.74
33.5,80.4,47.7,7.7,Tomato,Seedling,11400,6454,33.57
32.8,72.2,47.1,13.3,Brinjal,Seedling,12600,10048,31.71
33.2,54.4,38.4,1.4,Onion,Nursery,5400,4721,35.37
30.2,68.6,47.6,12.9,Tomato,Fruiting,22498,6680,46.04
29.5,70.6,46.3,12.5,Onion,Maturity,14928,8304,36.37
32.3,82.5,49.7,6.5,Tapioca,Root Initiation,10805,6911,21.63
36.9,71.3,51.8,4.4,Tomato,Vegetative,12316,9490,33.49
27.4,59.9,45.0,0.0,Bitter Gourd,Flowering,14520,9109,56.94
29.8,69.3,54.0,9.1,Banana,Flowering,31990,15569,51.06
34.5,53.5,37.1,0.0,Cauliflower,Seedling,8400,4397,45.0
35.3,83.0,50.0,26.5,Onion,Vegetative,8815,6840,38.54
31.1,66.3,55.8,6.7,Coriander,Vegetative,1050,546,156.82
28.9,80.0,53.8,30.3,Tapioca,Maturity,21945,13627,18.82
31.2,76.7,39.9,4.6,Coriander,Leaf Expansion,1708,1037,134.54
29.2,64.2,45.5,28.5,Bitter Gourd,Fruiting,19636,23542,42.0
30.5,53.9,42.2,6.6,Pumpkin,Vegetative,11060,6226,27.26
33.0,88.3,50.9,10.0,Cauliflower,Curd Development,11020,4507,40.59
33.0,83.2,53.8,46.8,Cauliflower,Vegetative,8567,4702,41.97
29.5,76.0,42.8,42.5,Banana,Bunch Development,70830,63362,31.32
32.2,84.4,40.5,4.7,Banana,Maturity,83695,44467,27.31
36.9,71.2,36.7,0.0,Tapioca,Maturity,21390,11274,25.17
30.0,67.7,52.1,7.7,Cauliflower,Harvest,14498,11364,38.96
29.2,74.1,39.5,28.6,Chilli,Vegetative,3972,4302,62.19
31.5,72.5,45.1,29.9,Banana,Flowering,44015,41443,28.15
30.9,78.4,64.5,5.9,Coriander,Flowering,1552,1442,101.04
32.8,62.2,35.6,27.6,Onion,Nursery,5400,4824,31.48
34.5,72.4,42.0,7.2,Chilli,Seedling,3600,1669,65.68
34.7,57.7,23.9,0.0,Pumpkin,Vegetative,9600,11530,14.7
28.6,60.3,48.4,4.2,Tapioca,Maturity,17907,9306,26.51
30.5,77.2,58.0,15.4,Bitter Gourd,Flowering,9140,9168,49.1
33.5,70.3,47.3,20.0,Cauliflower,Vegetative,8400,4614,46.37
36.3,71.1,28.0,29.5,Potato,Vegetative,5700,4181,25.83
28.9,82.7,49.4,6.8,Onion,Vegetative,7175,3542,40.08
31.9,71.9,42.7,27.9,Bitter Gourd,Vegetative,9569,8077,47.71
36.1,84.8,47.9,3.4,Tapioca,Root Initiation,10800,5550,24.41
30.7,72.3,44.2,3.6,Pumpkin,Maturity,16965,11903,22.98
30.4,64.1,50.5,12.4,Chilli,Flowering,4510,1483,81.89
31.0,93.1,52.7,20.9,Onion,Bulb Development,9002,8068,31.17
29.8,82.1,56.6,21.7,Tomato,Fruiting,13825,16854,30.58
31.6,71.5,36.8,21.1,Potato,Tuber Initiation,5700,5673,32.05
31.7,68.9,46.7,6.2,Coriander,Flowering,1815,1776,119.7
34.1,63.4,47.4,20.5,Banana,Maturity,76227,58591,24.3
34.1,77.5,48.1,17.2,Brinjal,Fruiting,13154,12006,40.23
34.5,57.4,30.3,18.7,Pumpkin,Maturity,18568,7753,23.41
32.3,60.6,40.8,5.5,Cauliflower,Seedling,8400,7664,39.59
35.3,78.4,42.8,18.2,Chilli,Harvest,7258,3795,72.21
31.3,70.4,39.3,0.0,Brinjal,Seedling,12600,5116,64.78
32.1,68.9,58.0,23.6,Banana,Bunch Development,46753,29358,30.77
33.1,70.9,44.6,17.4,Coriander,Seed Maturity,1073,769,118.52
27.2,84.5,65.0,9.9,Drumstick,Flowering,8400,6524,49.27
30.5,67.0,46.3,11.8,Tomato,Vegetative,11515,7386,45.14
32.1,66.7,30.3,7.2,Coriander,Leaf Expansion,2404,1300,171.53
29.5,67.9,43.9,8.1,Tapioca,Tuber Bulking,14381,5315,24.76
30.9,75.6,36.5,25.0,Banana,Flowering,51824,61336,34.91
27.1,66.8,49.9,0.0,Banana,Maturity,43188,30907,29.94
32.6,79.1,33.3,4.2,Tapioca,Root Initiation,20828,16022,20.16
29.6,80.9,64.3,41.5,Banana,Bunch Development,28734,22601,29.77
31.1,75.7,41.9,27.4,Pumpkin,Maturity,22825,10185,32.6
32.6,59.5,51.7,26.4,Brinjal,Fruiting,27600,23162,33.01
30.0,85.9,48.4,14.1,Potato,Maturity,9927,12076,29.42
28.2,75.7,38.7,7.9,Bitter Gourd,Harvest,19407,14736,60.75
26.9,62.1,48.3,23.7,Brinjal,Flowering,23073,14307,45.64
29.4,67.6,54.7,12.5,Cauliflower,Harvest,16135,25428,22.34
30.3,65.2,36.8,0.0,Tapioca,Vegetative,22243,14190,25.43
28.3,89.9,42.1,36.2,Brinjal,Flowering,25534,14976,65.51
29.4,81.6,38.8,23.9,Coriander,Seed Maturity,2458,1339,140.35
33.1,65.6,50.2,0.0,Banana,Bunch Development,44876,30044,26.75
27.3,72.4,60.8,21.6,Brinjal,Seedling,12600,6122,59.73
27.8,56.0,50.8,0.0,Cauliflower,Harvest,16442,6964,38.16
30.6,66.3,39.9,54.4,Tapioca,Root Initiation,12809,4705,29.14
31.9,71.0,50.9,30.4,Brinjal,Seedling,13036,10217,45.32
33.6,57.8,41.3,0.0,Coriander,Flowering,1316,857,149.24
34.2,81.8,64.8,30.1,Chilli,Vegetative,3600,2111,74.19
30.0,58.2,33.5,48.3,Potato,Maturity,14007,9042,26.51
32.5,73.1,54.9,29.9,Bitter Gourd,Vegetative,10590,6052,67.64
30.4,70.9,43.4,5.2,Onion,Bulb Enlargement,11260,10162,32.52
28.7,92.1,54.7,26.2,Onion,Bulb Enlargement,8289,2910,35.96
33.0,72.4,48.3,4.7,Brinjal,Flowering,17865,19576,39.72
32.6,71.8,51.2,18.4,Bitter Gourd,Flowering,17007,15986,50.86
30.0,59.2,39.4,8.5,Banana,Bunch Development,62435,27294,49.04
32.4,71.8,52.3,34.6,Onion,Maturity,11707,15590,25.1
34.3,71.0,51.6,26.8,Chilli,Vegetative,3600,3364,52.7
30.0,55.0,50.5,0.0,Tomato,Fruiting,24635,11669,52.46
29.8,86.2,61.7,8.7,Tomato,Vegetative,11400,11039,35.15
30.1,63.3,36.5,9.4,Tomato,Fruiting,22015,14882,44.53
30.6,97.0,50.2,32.7,Potato,Tuber Bulking,10206,6001,32.5
36.8,59.0,49.3,9.0,Pumpkin,Flowering,15187,5753,33.67
35.8,60.9,40.9,9.9,Cauliflower,Seedling,8400,8041,31.94
29.5,78.1,35.6,24.6,Brinjal,Harvest,30975,18041,36.23
30.9,65.3,40.9,10.0,Onion,Maturity,7710,4146,41.89
39.3,56.9,25.4,0.0,Brinjal,Fruiting,15011,13433,34.19
29.3,82.2,59.6,9.4,Banana,Bunch Development,55614,30166,42.27
29.9,73.7,44.6,9.9,Banana,Flowering,50598,42649,26.39
31.1,65.2,37.4,22.8,Chilli,Seedling,4030,1941,57.88
31.7,89.0,65.0,30.4,Onion,Bulb Enlargement,8553,4409,39.79
34.1,77.0,55.3,0.0,Chilli,Flowering,3922,2709,80.96
27.5,81.6,64.1,20.9,Tapioca,Maturity,17054,7349,23.47
32.2,72.3,48.4,7.0,Tapioca,Vegetative,11773,6203,25.29
28.7,57.2,34.1,2.7,Tapioca,Tuber Bulking,30107,30024,17.74
26.8,66.3,47.1,3.1,Onion,Vegetative,9068,4259,60.49
33.0,62.0,32.2,7.8,Chilli,Seedling,3600,1832,90.33
30.0,64.5,46.0,11.1,Onion,Bulb Enlargement,5554,2529,40.91
32.8,74.1,54.4,0.0,Potato,Vegetative,6140,3453,35.31
32.2,85.6,49.0,31.6,Brinjal,Flowering,20486,10330,42.57
34.4,73.4,31.0,3.1,Coriander,Flowering,1330,853,157.41
29.9,76.6,55.8,29.9,Potato,Maturity,8407,5744,39.6
37.1,96.7,58.7,0.0,Chilli,Vegetative,4498,2796,56.5
33.7,72.3,41.5,3.2,Coriander,Vegetative,1886,1375,116.35
35.7,69.7,52.5,6.5,Banana,Maturity,55823,21452,31.88
34.4,75.7,41.1,7.9,Potato,Vegetative,6336,2320,38.78
31.9,76.5,33.2,25.6,Brinjal,Seedling,13000,11174,38.75
34.5,85.6,44.5,32.1,Bitter Gourd,Harvest,17448,17379,54.29
31.6,59.9,49.3,15.9,Onion,Maturity,12888,8016,40.11
37.7,77.5,46.9,21.6,Potato,Tuber Initiation,8985,5065,33.53
29.0,59.9,39.1,8.3,Tomato,Fruiting,27465,10997,46.61
26.7,70.2,51.4,11.2,Onion,Vegetative,5400,4958,31.04
29.0,60.6,50.3,5.7,Coriander,Vegetative,1050,350,184.12
34.0,78.6,57.2,11.7,Pumpkin,Vegetative,9600,5944,19.9
35.7,89.5,51.8,18.2,Drumstick,Flowering,15690,8037,69.56
30.0,87.9,61.5,36.3,Pumpkin,Vegetative,12238,11603,18.14
36.7,67.7,36.6,0.0,Drumstick,Harvest,18196,20807,37.89
36.1,77.3,40.0,13.5,Pumpkin,Fruit Development,21736,15392,24.39
37.3,82.2,44.8,13.5,Drumstick,Pod Development,19740,19623,42.47
30.9,80.3,51.0,23.0,Cauliflower,Curd Initiation,11222,5929,35.62
29.2,55.7,40.7,8.4,Banana,Vegetative,39799,24183,26.93
30.6,86.1,56.4,33.5,Banana,Maturity,46447,50485,37.63
37.4,78.7,52.2,14.6,Potato,Maturity,13401,7954,35.35
30.9,69.8,44.8,0.0,Onion,Bulb Enlargement,9304,7833,29.86
34.3,69.5,33.5,8.0,Pumpkin,Flowering,20346,17575,20.01
31.0,77.2,64.1,17.3,Tapioca,Vegetative,11276,10075,20.8
30.2,67.6,38.9,8.7,Pumpkin,Maturity,24148,24469,26.2
30.1,66.5,55.4,21.5,Potato,Tuber Initiation,8299,3579,37.8
30.0,81.2,44.0,0.0,Chilli,Harvest,12943,5309,73.6
35.0,68.0,33.0,9.5,Cauliflower,Seedling,8400,7967,29.7
33.2,65.4,52.4,15.4,Onion,Bulb Enlargement,9808,8226,30.88
29.4,67.8,49.0,2.0,Bitter Gourd,Vegetative,7200,5470,42.22
32.8,75.4,48.5,19.8,Potato,Tuber Bulking,10125,9518,37.19
33.6,69.3,41.6,6.5,Potato,Vegetative,6028,5705,27.67
29.9,79.0,39.5,24.3,Onion,Nursery,5400,2266,44.56
34.2,72.0,47.2,13.7,Onion,Maturity,8605,5664,32.72
32.7,91.3,51.7,20.5,Chilli,Vegetative,5300,2981,75.58
31.5,77.7,48.6,14.3,Drumstick,Vegetative,11569,12301,34.73
33.9,74.2,49.2,9.7,Brinjal,Seedling,12600,5258,70.16
31.1,81.6,47.9,0.0,Cauliflower,Seedling,8400,5693,44.89
34.4,63.3,47.1,19.9,Cauliflower,Seedling,8400,6369,34.39
35.0,74.9,28.4,25.0,Banana,Flowering,44354,46877,27.88
34.4,71.2,40.2,14.4,Chilli,Vegetative,3611,1187,86.83
35.9,80.9,46.5,41.5,Potato,Tuber Initiation,5700,6167,20.27
36.0,58.7,46.9,0.0,Bitter Gourd,Fruiting,14754,18263,48.05
30.7,63.3,44.6,4.9,Bitter Gourd,Vegetative,8628,6744,44.4
34.7,80.8,65.0,0.0,Drumstick,Flowering,11800,11675,42.59
27.8,70.7,46.3,35.8,Tomato,Seedling,11400,8096,34.08
34.3,62.8,41.6,20.2,Tomato,Seedling,12448,6207,42.17
33.8,72.8,40.7,20.2,Potato,Tuber Initiation,5700,5636,27.59
35.3,72.9,42.8,14.3,Bitter Gourd,Fruiting,13207,19747,28.8
28.4,85.3,37.6,6.3,Tapioca,Maturity,38967,11108,23.8
30.9,84.5,60.3,21.7,Tomato,Seedling,13493,8766,53.04
37.4,72.1,54.3,12.7,Potato,Tuber Bulking,9989,6915,31.11
34.8,83.6,37.3,0.0,Banana,Flowering,42001,23805,41.77
31.3,53.6,33.8,8.8,Cauliflower,Vegetative,9005,4209,48.95
29.8,68.0,36.9,0.0,Drumstick,Harvest,20605,16031,57.82
32.6,80.8,50.0,0.0,Brinjal,Vegetative,12654,8593,51.38
28.8,67.1,58.3,18.0,Tomato,Flowering,16451,8553,48.6
32.9,82.4,53.2,15.3,Coriander,Leaf Expansion,1222,581,172.0
33.6,77.9,53.5,0.0,Tomato,Seedling,11400,9841,35.84
30.9,55.2,55.7,0.0,Pumpkin,Fruit Development,9600,4318,34.69
32.3,59.8,28.7,0.0,Drumstick,Flowering,14775,13434,47.89
35.6,93.3,55.9,27.6,Banana,Flowering,44196,43046,25.46
31.8,57.9,33.9,0.0,Coriander,Vegetative,1087,341,188.04
28.1,64.6,42.8,10.4,Tapioca,Tuber Bulking,29625,19282,24.31
33.2,71.1,45.1,0.0,Potato,Vegetative,8273,5283,32.76
28.3,91.0,53.8,19.0,Coriander,Vegetative,1050,378,139.85
30.5,52.7,46.8,17.9,Coriander,Vegetative,1456,787,151.79
27.0,70.2,41.6,34.5,Brinjal,Harvest,29796,20553,70.64
32.0,88.0,43.2,35.9,Chilli,Seedling,3600,3054,50.32
28.8,78.8,52.7,36.7,Bitter Gourd,Harvest,12843,9257,33.72
34.4,49.6,25.0,12.3,Tomato,Fruiting,12924,10192,37.13
35.8,59.9,39.9,5.2,Brinjal,Harvest,23240,16096,42.75
31.7,84.7,63.8,42.8,Tomato,Flowering,12973,6439,39.25
33.1,71.5,42.3,25.8,Pumpkin,Fruit Development,23582,21233,28.75
33.9,78.9,48.7,18.8,Brinjal,Vegetative,12600,8626,68.05
28.6,69.0,31.2,16.1,Cauliflower,Vegetative,9571,3103,63.28
33.4,72.3,46.3,18.8,Brinjal,Seedling,12600,15378,42.07
31.1,67.4,43.1,28.5,Tomato,Seedling,11400,6092,47.18
38.3,89.3,57.5,19.6,Coriander,Vegetative,1076,1078,88.4
34.7,86.0,54.2,39.3,Bitter Gourd,Harvest,18247,7045,72.43
32.5,81.0,56.9,1.7,Brinjal,Harvest,28871,30171,31.28
26.9,75.8,41.8,26.4,Onion,Nursery,5400,6231,31.86
29.6,84.2,40.2,43.3,Bitter Gourd,Fruiting,18792,18231,54.6
31.5,83.4,50.9,38.9,Pumpkin,Fruit Development,19971,15281,34.79
29.0,81.0,36.8,18.7,Tapioca,Tuber Bulking,23335,14114,23.2
31.5,79.2,42.4,24.3,Onion,Maturity,12921,10030,31.6
30.7,72.2,63.0,39.3,Chilli,Harvest,5643,3361,91.69
33.4,83.4,38.9,7.6,Tapioca,Tuber Bulking,25450,19869,16.35
32.4,72.3,39.4,45.3,Drumstick,Vegetative,16345,8763,53.47
